app,storefront,id,date,rating,praise_codes,title
Noisli,US,noisli-US-127,2016-04-09,4,,i love it
Noisli,US,noisli-US-128,2016-03-15,4,effect: focus / productivity|control / customization,Great sounds.
Noisli,US,noisli-US-131,2016-02-12,5,,Works great! Even has a timer.
Noisli,US,noisli-US-132,2016-02-03,4,,"Great app, could use a few more sounds"
Noisli,US,noisli-US-133,2016-01-10,5,effect: sleep|effect: anxiety / calm,Baby Tested and Approved
Noisli,US,noisli-US-134,2016-01-06,5,effect: focus / productivity,Great for productivity
Noisli,US,noisli-US-135,2015-12-13,5,effect: sleep|sound quality / character,Just the thing
Noisli,US,noisli-US-136,2015-11-30,5,effect: focus / productivity,Must-have!
Noisli,US,noisli-US-139,2015-10-18,5,,Perfect
Noisli,US,noisli-US-141,2015-10-15,5,effect: sleep|longevity / daily habit,My favorite napping app
Noisli,US,noisli-US-142,2015-10-07,5,longevity / daily habit,Wonderful App
Noisli,US,noisli-US-143,2015-09-07,5,effect: sleep|effect: anxiety / calm|honesty / fair treatment / respects the user,So awesome
Noisli,US,noisli-US-147,2015-08-25,5,sound quality / character,Great App
Noisli,US,noisli-US-149,2015-08-15,5,control / customization,J.u.S.T. G.e.T.  I.T.!
Noisli,US,noisli-US-150,2015-08-07,5,effect: sleep,Great app!
Noisli,US,noisli-US-151,2015-07-28,5,effect: sleep|control / customization,Excellent app
Noisli,US,noisli-US-155,2015-05-21,5,effect: focus / productivity|effect: anxiety / calm|design / UI / aesthetics,Calming and simple
Noisli,US,noisli-US-156,2015-05-05,5,effect: sleep,I love this app
Noisli,US,noisli-US-157,2015-04-26,4,control / customization,"Great, but..."
Noisli,US,noisli-US-158,2015-04-16,5,,Great app
Noisli,US,noisli-US-159,2015-04-16,5,longevity / daily habit,Wonderful!
Noisli,US,noisli-US-160,2015-04-12,5,effect: anxiety / calm,Sounds are good
Noisli,US,noisli-US-161,2015-04-10,4,,Albat Perfect
Noisli,US,noisli-US-162,2015-04-07,4,design / UI / aesthetics,Almost perfect
Noisli,US,noisli-US-163,2015-04-06,5,control / customization|design / UI / aesthetics,Brilliant.
Noisli,US,noisli-US-164,2015-03-31,4,effect: anxiety / calm,Awesome!!
Noisli,US,noisli-US-165,2015-03-29,5,control / customization,Best App!
Noisli,US,noisli-US-166,2015-03-25,4,effect: sleep|control / customization,Great Background Generator
Noisli,US,noisli-US-167,2015-03-23,5,design / UI / aesthetics|longevity / daily habit,Awesome App
Noisli,US,noisli-US-168,2015-03-22,5,effect: sleep|design / UI / aesthetics,Love it!
Noisli,US,noisli-US-169,2015-03-15,4,control / customization|design / UI / aesthetics,Pretty good
Noisli,US,noisli-US-171,2015-03-13,5,effect: sleep,Great App for shift workers
Noisli,US,noisli-US-172,2015-03-10,5,effect: sleep|control / customization,Love it!
Noisli,US,noisli-US-173,2015-03-09,4,design / UI / aesthetics,Love
Noisli,US,noisli-US-174,2015-03-08,5,effect: sleep|effect: anxiety / calm|design / UI / aesthetics,Better than the others
Noisli,US,noisli-US-176,2015-03-06,4,effect: sleep|design / UI / aesthetics|longevity / daily habit,Gets the job done!
Noisli,US,noisli-US-178,2015-03-02,5,control / customization|design / UI / aesthetics,Beautiful Fun
Noisli,US,noisli-US-179,2015-02-25,5,effect: anxiety / calm,...aaaaahhhhhh...
Noisli,US,noisli-US-180,2015-02-24,5,effect: sleep|effect: tinnitus / noise masking|control / customization,Awesome
Noisli,US,noisli-US-185,2015-02-20,5,effect: focus / productivity|effect: anxiety / calm|sound quality / character|control / customization,Great for relaxation
Noisli,US,noisli-US-186,2015-02-20,5,effect: focus / productivity|control / customization,Helps me focus
Noisli,US,noisli-US-188,2015-02-19,5,effect: sleep,Great App!
Noisli,US,noisli-US-189,2015-02-19,4,design / UI / aesthetics,"Great, but needs OCEAN"
Noisli,US,noisli-US-190,2015-02-19,4,,"Great, but..."
Noisli,US,noisli-US-191,2015-02-19,4,longevity / daily habit,Solid
Noisli,US,noisli-US-192,2015-02-18,4,,😊
Noisli,US,noisli-US-193,2015-02-18,5,design / UI / aesthetics,Perfect!
Noisli,US,noisli-US-194,2015-02-18,5,,Perfection
Noisli,US,noisli-US-195,2015-02-18,5,variety / catalog size|design / UI / aesthetics,Very Nice
Noisli,US,noisli-US-197,2015-02-17,5,control / customization,Great app!
Noisli,US,noisli-US-198,2015-02-17,5,,Great app
Noisli,US,noisli-US-199,2015-02-16,5,effect: sleep|effect: anxiety / calm|price / value for money,Truly love it
Noisli,US,noisli-US-201,2015-02-16,4,effect: anxiety / calm,Nearly perfect ambience
Noisli,US,noisli-US-202,2015-02-16,5,,Wonderful
Noisli,US,noisli-US-203,2015-02-16,4,design / UI / aesthetics,Missing one thing
Noisli,US,noisli-US-205,2015-02-14,5,effect: anxiety / calm,Omg
Noisli,US,noisli-US-206,2015-02-14,5,,Awesome!
Noisli,US,noisli-US-207,2015-02-14,5,design / UI / aesthetics,Amazing Quality
Noisli,US,noisli-US-208,2015-02-13,5,effect: focus / productivity|effect: sleep|effect: anxiety / calm|design / UI / aesthetics,Great App it is well made and so calming!
Noisli,US,noisli-US-209,2015-02-13,5,effect: sleep|design / UI / aesthetics,Simplistic and Elegant
Noisli,US,noisli-US-210,2015-02-12,5,sound quality / character,Mixable High Quality sounds
Noisli,US,noisli-US-211,2015-02-11,5,,Awsome But...
Noisli,US,noisli-US-212,2015-02-11,4,,Let me use my account from the web player pleeeeease.
Noisli,US,noisli-US-213,2015-02-11,5,effect: tinnitus / noise masking,Love it
Noisli,US,noisli-US-214,2015-02-10,5,,Wowza
Noisli,US,noisli-US-217,2014-12-16,4,effect: anxiety / calm|honesty / fair treatment / respects the user,perfect! but..
Noisli,US,noisli-US-218,2014-12-07,4,control / customization,Review
Noisli,US,noisli-US-219,2014-12-04,5,effect: sleep|effect: anxiety / calm,What great sleep tones!
Noisli,US,noisli-US-220,2014-11-06,5,effect: anxiety / calm|integration (watch / home / desktop / shortcuts),Thanks for the App
Noisli,US,noisli-US-224,2014-09-17,4,adaptivity / personalization,Adapted well to mobile
Noisli,US,noisli-US-226,2014-08-28,5,design / UI / aesthetics|integration (watch / home / desktop / shortcuts),Everything I could hope for
Noisli,US,noisli-US-227,2014-08-25,5,effect: anxiety / calm|design / UI / aesthetics,Beautiful
Noisli,US,noisli-US-228,2014-08-17,5,effect: sleep|control / customization,Lifesaver for Parents!
Noisli,US,noisli-US-229,2014-07-19,5,effect: tinnitus / noise masking,Love this app!!!
Noisli,US,noisli-US-230,2014-06-20,5,control / customization,Great app!  The best for white noise
Noisli,US,noisli-US-231,2014-06-17,5,integration (watch / home / desktop / shortcuts),Great idea
Noisli,US,noisli-US-232,2014-06-17,5,effect: focus / productivity|integration (watch / home / desktop / shortcuts),Brilliant app
Noisli,US,noisli-US-233,2014-06-12,5,effect: sleep|effect: anxiety / calm|design / UI / aesthetics,Absolutely amazing
Noisli,US,noisli-US-234,2014-06-10,5,effect: anxiety / calm|control / customization|design / UI / aesthetics,Favorite relaxation/noise blocker
Noisli,US,noisli-US-235,2014-06-04,5,effect: sleep|effect: tinnitus / noise masking,"Loved it on web, great to have it on iPhone!"
Noisli,US,noisli-US-236,2014-05-23,5,effect: focus / productivity|effect: anxiety / calm|design / UI / aesthetics,I LOVE this app
Noisli,US,noisli-US-237,2014-05-23,5,effect: tinnitus / noise masking|control / customization,Thank you
Noisli,US,noisli-US-238,2014-05-22,4,effect: anxiety / calm|control / customization|integration (watch / home / desktop / shortcuts),Love the app -- please add AirPlay
Noisli,US,noisli-US-239,2014-05-18,5,,7.0+ Support
Noisli,US,noisli-US-240,2014-05-18,5,effect: anxiety / calm|offline / privacy / no account,what everyone needs!
Noisli,US,noisli-US-241,2014-05-17,5,effect: sleep,Awesome app
Noisli,US,noisli-US-242,2014-05-15,5,,Not responsive to swipe gesture
Noisli,US,noisli-US-243,2014-05-15,5,effect: anxiety / calm|design / UI / aesthetics,Love it!
Noisli,US,noisli-US-244,2014-05-11,5,,Well done
Noisli,US,noisli-US-245,2014-05-11,5,design / UI / aesthetics,Simple & beautiful
Noisli,US,noisli-US-246,2014-05-10,4,,iOS 7.1 and Later ONLY
Noisli,US,noisli-US-247,2014-05-09,4,design / UI / aesthetics,Beautiful
Noisli,US,noisli-US-248,2014-05-09,5,effect: anxiety / calm,Calmed
Noisli,US,noisli-US-249,2014-05-09,5,,"It's finals week, and this app is a life saver."
Noisli,US,noisli-US-250,2014-05-08,5,,Finally
Noisli,US,noisli-US-251,2014-05-08,5,,Love it
Noisli,US,noisli-US-252,2014-05-08,5,longevity / daily habit,I'm obsessed
Noisli,DE,noisli-DE-002,2024-06-23,5,price / value for money|longevity / daily habit,Tolle Geräusche
Noisli,DE,noisli-DE-008,2020-03-18,5,effect: anxiety / calm|effect: tinnitus / noise masking,Great for relaxing and for isolating yourself in a noisy office
Noisli,DE,noisli-DE-009,2019-10-05,4,design / UI / aesthetics,"Great App, sadly not updated"
Noisli,DE,noisli-DE-010,2019-08-28,4,effect: anxiety / calm|integration (watch / home / desktop / shortcuts),Almost perfect
Noisli,DE,noisli-DE-013,2019-01-22,4,effect: sleep,Great helper for falling asleep easier.
Noisli,DE,noisli-DE-015,2017-10-23,5,,Love it
Noisli,DE,noisli-DE-016,2017-05-20,5,effect: anxiety / calm,Slava
Noisli,DE,noisli-DE-017,2016-11-16,4,effect: anxiety / calm|design / UI / aesthetics,Wer lesen kann
Noisli,DE,noisli-DE-018,2016-09-27,5,,Speicherfresser
Noisli,DE,noisli-DE-020,2016-07-25,5,effect: focus / productivity,Tolle app
Noisli,DE,noisli-DE-021,2016-07-15,5,,Supergut!
Noisli,DE,noisli-DE-022,2016-06-02,4,sound quality / character|variety / catalog size|control / customization,"High Quality Sounds, App could be improved"
Noisli,DE,noisli-DE-023,2016-05-11,5,,Sehr genial!
Noisli,DE,noisli-DE-025,2016-02-15,4,,schuppeck
Noisli,DE,noisli-DE-026,2016-02-15,5,design / UI / aesthetics,minimalistisch
Noisli,DE,noisli-DE-027,2016-02-04,4,,Noch Luft nach oben
Noisli,DE,noisli-DE-035,2015-02-27,4,,Nice Idea
Noisli,DE,noisli-DE-037,2015-01-20,5,,Sehr angenehm.
Noisli,DE,noisli-DE-038,2014-08-29,5,,Sehr gut!
Noisli,DE,noisli-DE-039,2014-08-24,4,offline / privacy / no account,Fast perfekt
Noisli,DE,noisli-DE-041,2014-05-19,5,effect: sleep,Hervorragende App!!
Noisli,DE,noisli-DE-042,2014-05-19,5,effect: anxiety / calm,Super support
Noisli,DE,noisli-DE-044,2014-05-16,5,effect: anxiety / calm|control / customization,Super
Noisli,DE,noisli-DE-045,2014-05-16,5,effect: sleep|effect: anxiety / calm,Ich schlafe mit Regen ein
Noisli,DE,noisli-DE-046,2014-05-14,5,,Einfach nur super!
Noisli,DE,noisli-DE-047,2014-05-14,5,,großartig!
Noisli,DE,noisli-DE-048,2014-05-13,5,design / UI / aesthetics,Super!
Noisli,DE,noisli-DE-049,2014-05-13,4,effect: anxiety / calm|offline / privacy / no account|design / UI / aesthetics,"Gut, aber verbesserungswürdig"
Noisli,DE,noisli-DE-051,2014-05-12,5,design / UI / aesthetics,Perfect!
Noisli,DE,noisli-DE-052,2014-05-12,5,,Noisili
Noisli,DE,noisli-DE-053,2014-05-11,5,effect: sleep,Klasse!
Portal,US,portal-US-000,2026-08-23,5,effect: anxiety / calm|one-time purchase / no subscription|design / UI / aesthetics|longevity / daily habit,我最喜欢的软件
Portal,US,portal-US-001,2026-08-14,5,effect: focus / productivity|effect: sleep|effect: anxiety / calm|adaptivity / personalization,"When your workspace lacks windows, and your soul is starved for birdso"
Portal,US,portal-US-002,2026-08-07,5,effect: focus / productivity|effect: anxiety / calm|design / UI / aesthetics,This is a amazing app that has made focusing so much easier for me
Portal,US,portal-US-003,2026-07-27,5,effect: focus / productivity|effect: sleep|variety / catalog size|price / value for money|one-time purchase / no subscription|longevity / daily habit,Love it!!
Portal,US,portal-US-004,2026-07-27,5,effect: focus / productivity|one-time purchase / no subscription,An app that wants to go at your pace
Portal,US,portal-US-005,2026-07-25,5,effect: focus / productivity|effect: sleep|effect: anxiety / calm|sound quality / character|one-time purchase / no subscription|design / UI / aesthetics,So pumped!!
Portal,US,portal-US-006,2026-07-23,5,effect: anxiety / calm,Obsessed!!
Portal,US,portal-US-007,2026-07-22,5,,Good
Portal,US,portal-US-008,2026-07-17,5,effect: focus / productivity|effect: sleep,Fantastic for the workday and home life
Portal,US,portal-US-009,2026-07-14,5,price / value for money|one-time purchase / no subscription|honesty / fair treatment / respects the user,$99 For Lifetime is a great value
Portal,US,portal-US-010,2026-07-06,5,,Awesome App No real complaints
Portal,US,portal-US-011,2026-07-04,5,control / customization|honesty / fair treatment / respects the user,Amazing!!
Portal,US,portal-US-012,2026-07-03,5,effect: focus / productivity|one-time purchase / no subscription|design / UI / aesthetics,"I purchased the lifetime version after using it for just 30 minutes, a"
Portal,US,portal-US-013,2026-07-01,5,variety / catalog size|one-time purchase / no subscription|honesty / fair treatment / respects the user,Thank you to the Team
Portal,US,portal-US-014,2026-06-26,5,effect: anxiety / calm|design / UI / aesthetics|integration (watch / home / desktop / shortcuts),A Beautiful Experience with Huge Potential
Portal,US,portal-US-015,2026-06-23,5,effect: anxiety / calm|control / customization|one-time purchase / no subscription|design / UI / aesthetics|integration (watch / home / desktop / shortcuts),Simply a Great App!
Portal,US,portal-US-016,2026-06-21,4,effect: sleep|sound quality / character|variety / catalog size|control / customization|one-time purchase / no subscription|honesty / fair treatment / respects the user|design / UI / aesthetics|longevity / daily habit,Glad The Devs Woke Up
Portal,US,portal-US-017,2026-06-15,4,one-time purchase / no subscription,Good
Portal,US,portal-US-018,2026-06-10,5,,Amazing
Portal,US,portal-US-019,2026-06-10,5,,Perfect.
Portal,US,portal-US-020,2026-06-09,5,effect: anxiety / calm,Soothing
Portal,US,portal-US-021,2026-06-09,5,price / value for money|design / UI / aesthetics,THEY ARE NOT…
Portal,US,portal-US-022,2026-06-07,5,effect: anxiety / calm|one-time purchase / no subscription|longevity / daily habit,Clean sound
Portal,US,portal-US-023,2026-06-06,5,sound quality / character|one-time purchase / no subscription,So much effort was put into this to be perfect…
Portal,US,portal-US-024,2026-06-02,5,sound quality / character,Awesome App & Great Support
Portal,US,portal-US-025,2026-06-01,5,,Thanks for lowering prices
Portal,US,portal-US-028,2026-05-18,5,effect: sleep|effect: anxiety / calm,Very helpful
Portal,US,portal-US-029,2026-05-17,4,,Free
Portal,US,portal-US-030,2026-05-05,5,effect: sleep,Love this app - user since the early days
Portal,US,portal-US-031,2026-05-04,5,integration (watch / home / desktop / shortcuts),Absolutely Terrific!!
Portal,US,portal-US-032,2026-04-27,5,effect: anxiety / calm|design / UI / aesthetics,Insane
Portal,US,portal-US-033,2026-04-18,4,sound quality / character|control / customization,Great App
Portal,US,portal-US-034,2026-04-16,5,integration (watch / home / desktop / shortcuts)|longevity / daily habit,Perfect Study App…
Portal,US,portal-US-035,2026-04-02,5,effect: sleep|effect: anxiety / calm|sound quality / character|price / value for money,Amazing Sounds and Parenting Hack!
Portal,US,portal-US-036,2026-03-31,5,,Love It!
Portal,US,portal-US-038,2026-03-23,5,effect: focus / productivity|effect: anxiety / calm|sound quality / character|variety / catalog size|price / value for money|design / UI / aesthetics,MUST HAVE! Your window to nature and relaxation. Nothing else like it.
Portal,US,portal-US-039,2026-03-17,5,effect: sleep|effect: anxiety / calm|sound quality / character|price / value for money|design / UI / aesthetics,Beautiful app
Portal,US,portal-US-041,2026-02-26,5,effect: focus / productivity|effect: tinnitus / noise masking,AMAZING!!
Portal,US,portal-US-042,2026-02-25,5,,Best app I’ve ever downloaded.
Portal,US,portal-US-044,2026-02-19,5,effect: anxiety / calm|design / UI / aesthetics,Beautiful and lovely I just love it
Portal,US,portal-US-047,2026-02-12,5,,Portal Gandhi
Portal,US,portal-US-049,2026-01-31,5,sound quality / character,Love it on Mac
Portal,US,portal-US-050,2026-01-19,5,effect: focus / productivity|effect: anxiety / calm,Ahhhhmaaazing
Portal,US,portal-US-052,2026-01-10,5,effect: sleep|effect: anxiety / calm|sound quality / character|design / UI / aesthetics|integration (watch / home / desktop / shortcuts),Love it!
Portal,US,portal-US-053,2026-01-05,5,effect: sleep,Sleep💪
Portal,US,portal-US-054,2026-01-01,5,effect: focus / productivity|longevity / daily habit,Amazing!
Portal,US,portal-US-055,2026-01-01,5,effect: focus / productivity,Nothing like it
Portal,US,portal-US-056,2025-12-31,5,effect: focus / productivity|sound quality / character|variety / catalog size|honesty / fair treatment / respects the user|design / UI / aesthetics|integration (watch / home / desktop / shortcuts)|longevity / daily habit,My go-to when struggling to focus
Portal,US,portal-US-057,2025-12-12,5,effect: focus / productivity|variety / catalog size,Helps me focus
Portal,US,portal-US-058,2025-12-11,5,effect: sleep|effect: anxiety / calm,Absolutely my favorite app for relaxing/escape
Portal,US,portal-US-060,2025-12-05,5,design / UI / aesthetics|integration (watch / home / desktop / shortcuts),Gorgeous and Super Useful
Portal,US,portal-US-061,2025-12-05,5,price / value for money|design / UI / aesthetics,Worth the $$$
Portal,US,portal-US-062,2025-12-04,5,effect: focus / productivity|adaptivity / personalization|design / UI / aesthetics|integration (watch / home / desktop / shortcuts)|longevity / daily habit,Key part of my daily work ritual
Portal,US,portal-US-063,2025-11-28,5,effect: focus / productivity|one-time purchase / no subscription,"Excellent app, highly recommend"
Portal,US,portal-US-065,2025-11-18,5,effect: anxiety / calm,Great product. Use with Philips Hue lights.
Portal,US,portal-US-068,2025-11-01,5,effect: ADHD / neurodivergent|effect: anxiety / calm|longevity / daily habit,Essential for My ADHD Daily Flow
Portal,US,portal-US-069,2025-10-27,5,effect: ADHD / neurodivergent|effect: anxiety / calm|design / UI / aesthetics|integration (watch / home / desktop / shortcuts),Simply Incredible
Portal,US,portal-US-071,2025-10-18,5,effect: focus / productivity|effect: sleep,"Great app, filled with creativity, and a team with love"
Portal,US,portal-US-072,2025-10-15,5,honesty / fair treatment / respects the user|design / UI / aesthetics,"Beautiful, high quality recordings"
Portal,US,portal-US-073,2025-10-13,5,longevity / daily habit,Couldn’t be happier!
Portal,US,portal-US-074,2025-10-10,5,,My Thoughts - GREAT
Portal,US,portal-US-075,2025-10-06,5,effect: focus / productivity|effect: sleep|effect: anxiety / calm,Best app ever
Portal,US,portal-US-076,2025-10-03,4,,Solid utility and very useful if not a bit overpriced
Portal,US,portal-US-077,2025-10-02,5,effect: focus / productivity|design / UI / aesthetics,My favorite app for staying focused
Portal,US,portal-US-079,2025-09-25,5,design / UI / aesthetics,The Best There Is
Portal,US,portal-US-080,2025-09-19,4,effect: sleep|design / UI / aesthetics|longevity / daily habit,Top Notch w/ OK UI
Portal,US,portal-US-081,2025-09-18,5,effect: anxiety / calm|design / UI / aesthetics,“Around our Globe “
Portal,US,portal-US-083,2025-09-16,5,effect: sleep,Sleep
Portal,US,portal-US-085,2025-09-09,5,effect: anxiety / calm|adaptivity / personalization,Really REALLY enjoy
Portal,US,portal-US-086,2025-09-05,5,,有助睡眠
Portal,US,portal-US-087,2025-09-03,5,,We need the Chinese version!!!
Portal,US,portal-US-088,2025-09-03,5,,Great app and fantastic customer support team
Portal,US,portal-US-089,2025-09-02,5,effect: focus / productivity|sound quality / character|design / UI / aesthetics,Great Product and Amazing Support Team
Portal,US,portal-US-090,2025-08-26,4,,Love it! Maybe a space for the free stuff?
Portal,US,portal-US-091,2025-08-25,5,effect: focus / productivity|effect: sleep|effect: anxiety / calm|sound quality / character|adaptivity / personalization|honesty / fair treatment / respects the user|design / UI / aesthetics|longevity / daily habit,A Breath of Color in a Black-and-White World
Portal,US,portal-US-093,2025-08-24,5,effect: sleep|integration (watch / home / desktop / shortcuts),What an incredible surprise!
Portal,US,portal-US-094,2025-08-23,4,honesty / fair treatment / respects the user,Fast Dev Response
Portal,US,portal-US-095,2025-08-20,5,effect: focus / productivity|design / UI / aesthetics,Lovely Background Visuals and Sound
Portal,US,portal-US-096,2025-08-20,5,,Great tool
Portal,US,portal-US-098,2025-08-14,5,,Portal
Portal,US,portal-US-099,2025-08-13,5,effect: sleep|design / UI / aesthetics,Needs a Blizzard Portal!
Portal,US,portal-US-100,2025-08-12,5,effect: anxiety / calm,What da fart
Portal,US,portal-US-101,2025-08-10,5,effect: sleep|effect: anxiety / calm,Fantastic app
Portal,US,portal-US-102,2025-08-09,5,,You know who you are
Portal,US,portal-US-103,2025-08-09,5,adaptivity / personalization|price / value for money,Spectacular program and customer support
Portal,US,portal-US-104,2025-08-08,5,honesty / fair treatment / respects the user,BEST IMMERSIVE EXPERIENCE
Portal,US,portal-US-105,2025-08-08,5,design / UI / aesthetics,Perfect
Portal,US,portal-US-106,2025-07-30,5,honesty / fair treatment / respects the user,Not the video game
Portal,US,portal-US-107,2025-07-28,5,sound quality / character|design / UI / aesthetics,Absolutely mesmerizing to the eyes sand ears!
Portal,US,portal-US-108,2025-07-18,5,sound quality / character|design / UI / aesthetics|longevity / daily habit,Beautiful sounds
Portal,US,portal-US-109,2025-07-15,5,,Create a peaceful work environment
Portal,US,portal-US-111,2025-07-07,5,,Love it
Portal,US,portal-US-112,2025-06-23,5,effect: sleep|effect: anxiety / calm|one-time purchase / no subscription|design / UI / aesthetics|integration (watch / home / desktop / shortcuts)|longevity / daily habit,"One of my favorite apps, I use this everyday! 😌"
Portal,US,portal-US-113,2025-06-15,5,,Incredible!
Portal,US,portal-US-114,2025-06-15,5,effect: focus / productivity|effect: anxiety / calm|integration (watch / home / desktop / shortcuts),Amazing on an OLED 45’ curved monitor
Portal,US,portal-US-115,2025-06-14,5,effect: sleep|effect: anxiety / calm,Great
Portal,US,portal-US-117,2025-06-13,5,effect: focus / productivity,Portal is amazing
Portal,US,portal-US-118,2025-06-09,5,design / UI / aesthetics|longevity / daily habit,Absolute must have app!
Portal,US,portal-US-119,2025-06-04,5,,非常好
Portal,US,portal-US-122,2025-05-20,5,design / UI / aesthetics,A piece of art!!!
Portal,US,portal-US-123,2025-05-12,5,effect: focus / productivity|effect: anxiety / calm|design / UI / aesthetics|longevity / daily habit,I love this app
Portal,US,portal-US-124,2025-05-08,4,effect: focus / productivity|effect: sleep,Wish I could buy soundscapes
Portal,US,portal-US-125,2025-04-29,5,integration (watch / home / desktop / shortcuts),"Great app, heavy background battery drain"
Portal,US,portal-US-126,2025-04-26,5,effect: focus / productivity|integration (watch / home / desktop / shortcuts),Utterly amazing
Portal,US,portal-US-127,2025-04-16,5,integration (watch / home / desktop / shortcuts),Love the App - Needs Apple TV version
Portal,US,portal-US-129,2025-04-09,5,,Support is Amazing!!!
Portal,US,portal-US-130,2025-04-08,4,integration (watch / home / desktop / shortcuts),Needs Apple TV app
Portal,US,portal-US-131,2025-04-03,5,,Mike F.
Portal,US,portal-US-132,2025-03-28,5,effect: sleep|effect: anxiety / calm,Sleep
Portal,US,portal-US-134,2025-03-25,5,effect: ADHD / neurodivergent|design / UI / aesthetics,A must have Inspirational App
Portal,US,portal-US-135,2025-03-13,5,effect: focus / productivity|effect: sleep|design / UI / aesthetics|longevity / daily habit,Favorite Ambience App
Portal,US,portal-US-136,2025-03-12,5,variety / catalog size|design / UI / aesthetics,Amazing UX design
Portal,US,portal-US-137,2025-03-11,5,effect: anxiety / calm,Truly Wonderful!
Portal,US,portal-US-138,2025-03-10,5,,GREAT!
Portal,US,portal-US-139,2025-03-10,5,effect: anxiety / calm|design / UI / aesthetics,Incredible Immersive Experience
Portal,US,portal-US-140,2025-03-05,5,,Portal is the classiest most thoughtful escape available on the Mac ec
Portal,US,portal-US-141,2025-03-05,5,effect: anxiety / calm|design / UI / aesthetics|integration (watch / home / desktop / shortcuts),"With Portal on Mac, MacBook, iPhone and iPad I can always escape and r"
Portal,US,portal-US-142,2025-02-28,5,effect: anxiety / calm|design / UI / aesthetics,Nailed it
Portal,US,portal-US-143,2025-02-26,5,honesty / fair treatment / respects the user,One of my all-time favorite apps
Portal,US,portal-US-145,2025-02-21,5,effect: focus / productivity,Love this App
Portal,US,portal-US-146,2025-02-21,5,design / UI / aesthetics|longevity / daily habit,Simply phenomenal
Portal,US,portal-US-147,2025-02-20,5,effect: sleep|effect: anxiety / calm|offline / privacy / no account|design / UI / aesthetics,This app is amazing
Portal,US,portal-US-148,2025-02-19,5,effect: focus / productivity|effect: ADHD / neurodivergent,Love Portal
Portal,US,portal-US-149,2025-02-18,5,design / UI / aesthetics,45 Seconds into using this app and this has to be the most amazing app
Portal,US,portal-US-150,2025-02-18,5,design / UI / aesthetics,Love it !
Portal,US,portal-US-151,2025-02-17,5,effect: focus / productivity|one-time purchase / no subscription,"AMAZING for students, but there is only one issue"
Portal,US,portal-US-152,2025-02-16,5,price / value for money|design / UI / aesthetics,Wish it was cheaper but love it
Portal,US,portal-US-153,2025-02-16,5,effect: focus / productivity|price / value for money,Crazy Effective for Focus!
Portal,US,portal-US-154,2025-02-06,5,price / value for money,Absolutely Breathtaking
Portal,US,portal-US-155,2025-02-06,5,integration (watch / home / desktop / shortcuts)|longevity / daily habit,Thanks Portal Team
Portal,US,portal-US-157,2025-02-05,5,effect: focus / productivity|design / UI / aesthetics|longevity / daily habit,Best dynamic wallpaper
Portal,US,portal-US-158,2025-01-31,5,effect: sleep|price / value for money|design / UI / aesthetics,Tried them all - this is still the best
Portal,US,portal-US-159,2025-01-27,5,longevity / daily habit,Best sound app!
Portal,US,portal-US-160,2025-01-15,5,effect: focus / productivity|effect: sleep|effect: anxiety / calm,Highly recommend
Portal,US,portal-US-161,2025-01-11,5,effect: anxiety / calm|design / UI / aesthetics|integration (watch / home / desktop / shortcuts),Extremely polished
Portal,US,portal-US-162,2025-01-11,4,effect: sleep|effect: anxiety / calm,Very soothing
Portal,US,portal-US-163,2025-01-07,5,sound quality / character|design / UI / aesthetics,Soooo Freaking Cool!!!
Portal,US,portal-US-164,2025-01-07,5,effect: ADHD / neurodivergent|design / UI / aesthetics|science framing,"Life-Changing App for School, Work, and Personal Life!"
Portal,US,portal-US-166,2024-12-26,5,effect: focus / productivity,Helps Focus
Portal,US,portal-US-167,2024-12-25,5,,Wow
Portal,US,portal-US-168,2024-12-18,5,,Best app I have
Portal,US,portal-US-169,2024-12-09,5,,Top
Portal,US,portal-US-171,2024-11-30,5,effect: focus / productivity,Fantastic App - Productivity Inreased
Portal,US,portal-US-172,2024-11-27,5,integration (watch / home / desktop / shortcuts),Apple TV app?
Portal,US,portal-US-174,2024-11-18,5,one-time purchase / no subscription|honesty / fair treatment / respects the user|science framing|longevity / daily habit,Love it but still hope it could be better
Portal,US,portal-US-175,2024-11-06,5,effect: focus / productivity|effect: anxiety / calm,Incredible Customer Support
Portal,US,portal-US-176,2024-11-02,5,,They finally did it
Portal,US,portal-US-177,2024-10-31,5,design / UI / aesthetics|integration (watch / home / desktop / shortcuts),Transport-tacular!
Portal,US,portal-US-178,2024-10-30,5,effect: focus / productivity,Incredible
Portal,US,portal-US-179,2024-10-30,5,effect: focus / productivity|design / UI / aesthetics,🧴 Nerve Balm
Portal,US,portal-US-180,2024-10-29,5,effect: anxiety / calm,Whoa!!!!
Portal,US,portal-US-181,2024-10-28,5,effect: sleep|one-time purchase / no subscription,Thank you.
Portal,US,portal-US-183,2024-10-15,5,,Great app
Portal,US,portal-US-184,2024-09-25,5,,wow apps
Portal,US,portal-US-185,2024-09-21,5,effect: sleep|longevity / daily habit,"Amazing App, surpassed only by the quality of their service"
Portal,US,portal-US-186,2024-09-21,4,effect: focus / productivity,Great start; room for improvement
Portal,US,portal-US-187,2024-09-20,5,,Good even if you don’t have premium
Portal,US,portal-US-188,2024-09-13,5,effect: focus / productivity|effect: anxiety / calm,Transformed my productivity
Portal,US,portal-US-189,2024-09-12,5,,Price
Portal,US,portal-US-190,2024-08-28,5,,Fantastic app
